city_name,locality,locality_id,entity_id,project_name,longitude,lattitude,avg_price,target,active_days,impressions,clicks,sessions,paid_leads,expected_leads,project_conversion,avg_conversion,avg_sessions,avg_bhk,gap,project_demand_status
Gurgaon,Sector 108,f154398773021cbd297d,34385,Sobha City,76.99554443,28.51498222,30191629,38.83,13.5,640,58,322,17,20,0.05,0.06,175.82,2.5,-22,conversion issue
Noida,Sector 107,5a4dd4bd47e70548d927,344349,GFC Divine Homes,77.37532043,28.54229736,10002065,32.78,13.5,4540,232,85,11,7,0.13,0.09,283.91,3.5,-22,demand gap
Gurgaon,Sector 112,9837d9681c9709dcdcd6,342639,Emaar Urban Ascent,77.02149963,28.52189255,60610002,29.26,13.5,3238,147,97,7,7,0.07,0.07,155.57,3,-22,demand gap
Noida,Sector 110,6197925ab00826f0f32f,351064,Swastik Eternity Buildtech,77.38339233,28.53220367,8663043,29.61,13.5,13845,475,162,8,18,0.05,0.11,247.26,3,-22,demand + conversion issue
Gurgaon,Sector 72,46e0a49265110de7b7eb,182880,Tata Primanti,77.03614807,28.40250397,81674288,46.56,14.5,25362,588,232,25,20,0.11,0.09,153.07,3.5,-22,demand gap
Gurgaon,Sector 85,15c80ebb64fc90e96950,128461,Godrej Air,76.95230865,28.41000557,28665314,43.59,13,11745,384,224,22,16,0.10,0.07,414.39,2.5,-22,demand gap
Gurgaon,Sector 103,b1f494f6d3b3fd26a1cc,329150,Godrej Vrikshya,76.97634888,28.49327278,52676425,40.73,12.5,30883,622,148,19,13,0.13,0.09,244.07,3.5,-22,demand gap
Gurgaon,Southern Peripheral Road,80469e8d5ff1dded72b6,328708,Tulip Crimson,77.01592255,28.39774513,75477450,27.96,14,7047,41,104,6,7,0.06,0.07,137.07,4,-22,demand + conversion issue
Gurgaon,Sector 63,3f92611a90726707361f,280638,Signature Global City 63A,77.0872345,28.39347267,30906000,54.88,13.5,8886,323,276,32,25,0.12,0.09,152.55,2.5,-23,demand gap
Gurgaon,Sector 36,1864ac472c1a7739556b,284624,Signature Global Park 4 Phase II,77.06326294,28.29654312,10403464,48.26,13.5,57140,1195,348,25,28,0.07,0.08,379.54,2.5,-23,demand + conversion issue
Gurgaon,Sector 2,c9e24c527de7460dcaa9,24605,Eldeco Accolade,77.06593323,28.25966644,11535264,31.62,13.5,11621,560,226,9,18,0.04,0.08,261.95,2.5,-23,demand + conversion issue
Gurgaon,Sector 48,b72e60e2c222ac161359,345148,Vipul World Luxury Floors,77.03700256,28.41320038,45609642,39.72,12.5,8970,368,178,17,14,0.10,0.08,262.57,3.5,-23,demand gap
Gurgaon,Manesar,2a52e859cd4a6bbe9188,293594,Ompee Tower,76.94560242,28.36630058,20500000,33.88,3.5,5300,194,143,10,12,0.07,0.08,355.96,3,-24,demand + conversion issue
Gurgaon,Sector 59,4e95917c004316e78882,39215,Tata Raisina Residency,77.10710907,28.4017067,67972144,31.9,11.5,9896,178,141,8,11,0.06,0.08,148.29,3.5,-24,demand + conversion issue
Gurgaon,Sector 103,b1f494f6d3b3fd26a1cc,347476,Whiteland Westin Residence,76.98449707,28.49489975,84012000,54.75,14.5,39651,690,374,31,33,0.08,0.09,244.07,3.5,-24,conversion issue
Gurgaon,Sector 84,8b951771d86f3f5983c0,267749,SS Linden Residential Floors,76.95676422,28.40931511,36787860,25.62,14,1260,63,94,2,7,0.02,0.07,172.18,4,-24,demand + conversion issue
Gurgaon,Sushant Lok Phase 1,c56a7212bfebf162c2d0,313474,Ashley Estate Floors 3,77.07679749,28.46339989,36000000,29.68,11.5,12795,80,65,6,5,0.09,0.08,126.82,3.5,-24,demand gap
Gurgaon,Sector 93,c5b52306d6de50f89eda,292105,DLF Garden City Enclave Floors,76.93144226,28.41689873,17810945,48.84,13,18993,529,332,25,30,0.08,0.09,256.91,2,-24,conversion issue
Noida,Sector 44,979b4a3c38f30ee843a7,335072,Godrej Riverine,77.3380661,28.55937195,87381345,27.26,14.5,33397,282,171,3,7,0.02,0.04,193.64,3.5,-24,demand + conversion issue
Gurgaon,Sector 2,c9e24c527de7460dcaa9,22384,Ashiana Mulberry,77.06621552,28.2717247,11533460,55.42,13.5,5774,214,235,30,18,0.13,0.08,261.95,2.5,-25,demand gap
Gurgaon,DLF Phase 5,0ff6cd71f8971c93bc75,41115,DLF The Belaire,77.10115814,28.44838715,97093056,31.53,14.5,9654,186,106,7,7,0.07,0.06,166.57,3,-25,demand gap
Gurgaon,Sector 36,1864ac472c1a7739556b,330067,Signature Global Daxin Vistas,77.06229401,28.29245567,20559975,80.76,11,117123,992,528,56,43,0.11,0.08,320.85,3,-25,demand gap
Gurgaon,Sector 36,1864ac472c1a7739556b,238485,Signature Global Park 4 And 5,77.06326294,28.29654312,10276364,36.02,13,1681,92,204,11,17,0.05,0.08,379.54,2.5,-25,demand + conversion issue
Noida,Sector 45,b39e541df2c019d8068e,319871,Experion Elements,77.34575653,28.55098343,69300155,46.32,12.5,32658,445,177,20,17,0.11,0.10,155.64,3.5,-26,demand gap
Noida,Sector 104,fc04fbb8ad3339541859,347172,Malik Hindustan Apartment,77.37055969,28.53909111,8925000,62.7,13,81058,2068,373,37,34,0.10,0.09,295.28,3,-26,demand gap
Gurgaon,DLF Phase 2,1386f8e36db5f7e1288d,313460,Ashley Estate Floors 7,77.08809662,28.48769951,34750000,29.68,11.5,2006,52,33,3,2,0.09,0.06,127.2,3.5,-27,demand gap
Gurgaon,Sector 106,d02acb3cc829f2db86a6,346951,MRG Crown,76.99039459,28.50931931,22482432,40.63,14.5,10720,360,127,14,11,0.11,0.09,207.96,3,-27,demand gap
Gurgaon,DLF Phase 1,121f40755ac071d4ddb9,313457,Ashley Estate Floors 6,77.10070038,28.46500015,32000000,29.68,11.5,2780,109,42,3,3,0.07,0.08,143.87,3.5,-27,demand + conversion issue
Noida,Sector 107,5a4dd4bd47e70548d927,351295,Welkin Infra Tower K,77.37750244,28.54544449,8310000,37.69,14,3820,213,132,11,12,0.08,0.09,283.91,2.5,-27,demand + conversion issue
Gurgaon,Sector 71,2c74967db31462703673,346873,Signature Global Cloverdale SPR,77.026474,28.40398598,56489638,34.53,13.5,5220,150,142,7,11,0.05,0.08,178.71,3.5,-28,demand + conversion issue
Gurgaon,Sector 106,d02acb3cc829f2db86a6,341714,Elan The Emperor,76.99739838,28.50325584,180303750,30.24,12.5,15776,366,149,2,13,0.01,0.08,183.71,4,-28,demand + conversion issue
Noida,Sector 128,087832430cf7f2e7361d,300918,Max Estate 128 I,77.35610199,28.52260017,467060992,34.18,14,41948,720,212,6,12,0.03,0.06,199.64,4,-28,conversion issue
Gurgaon,DLF Phase 2,1386f8e36db5f7e1288d,313760,Ashley Estate Floors 10,77.08809662,28.48769951,41500000,29.68,11.5,1401,70,39,2,2,0.05,0.06,127.2,3.5,-28,demand + conversion issue
Gurgaon,DLF Phase 1,121f40755ac071d4ddb9,313766,Ashley Estate Floors 5,77.10070038,28.46500015,32500000,29.68,11.5,561,23,33,1,3,0.03,0.08,143.87,3.5,-29,demand + conversion issue
Gurgaon,Sector 48,b72e60e2c222ac161359,343005,Experion The Trillion,77.03596497,28.41769218,66393363,38.13,14.5,411,2,114,9,9,0.08,0.08,262.57,3.5,-29,demand + conversion issue
Noida,Sector 94,f5fc07e04e2d4dcf3b21,300535,M3M The Cullinan,77.32736206,28.55313301,111810690,38.04,14,82820,672,215,9,11,0.04,0.05,162.14,3.5,-29,conversion issue
Gurgaon,Sector 46,d12f90744c6c443e2a1e,345389,Shapoorji Pallonji The Dualis,77.05844116,28.43734169,72465523,28.67,11.5,576,47,81,0,7,0.00,0.09,146.32,3.5,-29,demand + conversion issue
Gurgaon,DLF Phase 2,708ba9e1db2721be4c5f,313756,Ashley Estate Floors 9,77.08809662,28.48769951,38000000,29.68,11.5,880,44,38,1,3,0.03,0.07,122.07,3.5,-29,demand + conversion issue
Gurgaon,Sector 52,416b59f117e042703458,338157,Palm Ardee City 3,77.07822418,28.43791962,30000000,36.17,14.5,8865,162,100,7,6,0.07,0.06,139.94,3,-29,demand gap
Gurgaon,Sector 79,05f80b391e199362a031,35409,Bestech Altura,76.97329712,28.35655403,23750075,55.23,13.5,3084,258,212,26,16,0.12,0.07,286.31,3.5,-29,demand gap
Gurgaon,Sector 59,4e95917c004316e78882,33499,Mahindra Luminare,77.10816193,28.40946198,92380624,31.7,13.5,4712,184,164,3,13,0.02,0.08,148.29,3.5,-29,conversion issue
Gurgaon,Sector 63,3f92611a90726707361f,292957,Birla Navya Avik Phase 1,77.08694458,28.39733887,106001848,39,14,1790,206,83,9,7,0.11,0.09,152.55,3.5,-30,demand gap
Gurgaon,Sector 62,18bbd052e821296e7928,198354,Emaar Digi Homes,77.08472443,28.40834236,48013526,48.27,14.5,1868,192,115,18,11,0.16,0.09,148.32,2.5,-30,demand gap
Gurgaon,Sector 67,b367b4f7048c1e1e1a64,345699,Palm Floor Esencia,77.06079865,28.3859005,45000000,32.6,14.5,14362,48,45,2,3,0.04,0.08,141.84,4,-31,demand + conversion issue
Gurgaon,Sector 67,b367b4f7048c1e1e1a64,345698,Palm Floor Versalia 1,77.06742096,28.3805275,32400000,31.45,13,2889,100,50,0,4,0.00,0.08,141.84,4,-31,demand + conversion issue
Noida,Sector 104,fc04fbb8ad3339541859,339642,Vihaan Heights The Ultima 107,77.3723526,28.53954697,7583675,34.55,13,7860,533,92,3,8,0.03,0.09,295.28,2.5,-32,demand + conversion issue
Gurgaon,Sector 70,ca542b78e17bf640697e,353459,Tulip Melrose,77.01582336,28.39479828,44199258,37.66,2.5,9930,125,352,6,19,0.02,0.05,265.57,4,-32,conversion issue
Noida,Sector 104,fc04fbb8ad3339541859,339649,Oynx Arenaa Heights The Ultima 107,77.37303925,28.53984833,8685213,57.9,14,7492,361,195,26,18,0.13,0.09,295.28,2.5,-32,demand gap
Noida,Sector 150,338bfbd7096e7fb0f0c8,52236,Godrej Nest,77.49060059,28.42404747,47091094,39.81,14,36009,952,232,8,14,0.03,0.06,232.72,3,-32,demand + conversion issue
Gurgaon,Sector 31,de58a3f5d5c94a3a76b9,342995,Birla Arika,77.04979706,28.45284081,143418950,37.15,11,16790,207,337,4,15,0.01,0.05,253.57,4,-33,conversion issue
Gurgaon,Sector 37D,f745c4c0226869fa87b8,354251,Signature Global Sarvam,76.97029877,28.44779968,33500100,100.15,11.5,330876,1958,520,67,45,0.13,0.09,248.11,3,-33,demand gap
Gurgaon,Sector 102,96257073c54503aa6b37,343616,BPTP Amstoria Verti Greens,76.97174072,28.47521782,37689225,45,13,9028,124,167,12,18,0.07,0.11,225.95,2.5,-33,demand + conversion issue
Gurgaon,Sector 52,416b59f117e042703458,338149,Palm Ardee City 5,77.07809448,28.43810844,29900000,36.87,14.5,1666,6,63,3,4,0.05,0.06,139.94,3,-34,demand + conversion issue
Gurgaon,Sector 76,5de3fcda2f8d078fd091,292127,Whiteland The Aspen,76.98880005,28.39349937,105483434,50.65,13.5,10215,270,474,17,32,0.04,0.07,278.07,3.5,-34,conversion issue
Gurgaon,Sector 36,e706681c7dfc5fd72048,322810,Max Estate 360,76.97956085,28.41414261,60440636,57.06,13,10816,175,160,23,13,0.14,0.08,276.57,3.5,-34,demand gap
Gurgaon,Sector 67,b367b4f7048c1e1e1a64,10392,M3M Merlin,77.05935669,28.38967323,57962852,51.76,12.5,1402,28,162,17,12,0.10,0.08,141.84,3.5,-35,demand gap
Gurgaon,Sector 65,ad46b362716dededbce0,53324,Trump Towers Delhi NCR,77.0679245,28.40263367,159462050,43.4,13,11495,503,232,8,17,0.03,0.07,166.2,3.5,-35,conversion issue
Gurgaon,Sector 61,63ea3c1f0ed58207dbcf,281955,Puri The Aravallis,77.10150146,28.40950012,38937855,44.18,11,883,43,99,9,9,0.09,0.09,213.41,3.5,-35,demand gap
Noida,Sector 104,fc04fbb8ad3339541859,338360,Evermark Maharishi Enclave,77.37071991,28.53880119,9300000,51.23,8.5,79085,1647,589,15,54,0.03,0.09,295.28,3.5,-36,conversion issue
Gurgaon,Sector 52,416b59f117e042703458,345708,Palm Floor Ardee City C 95E1,77.07839966,28.44190025,50968362,37.3,14.5,7968,179,79,1,5,0.01,0.06,115.7,4,-36,demand + conversion issue
Gurgaon,Sector 63,3f92611a90726707361f,150070,Adani Brahma Samsara Vilasa,77.08217621,28.39901543,72346574,63.68,15,14157,539,182,28,16,0.15,0.09,152.55,3.5,-36,demand gap
Noida,Sector 104,fc04fbb8ad3339541859,339185,GD Apartments,77.37397766,28.53957939,5085700,51.93,13.5,2786,202,138,16,14,0.12,0.11,533.43,2,-36,demand gap
Gurgaon,Sector 37D,f745c4c0226869fa87b8,315772,Signature Global De Luxe DXP,76.97029877,28.44779968,50027800,60.92,11.5,11604,157,549,25,47,0.05,0.09,248.11,3.5,-36,conversion issue
Gurgaon,Sector 71,2c74967db31462703673,352700,Birla Pravaah,77.0282135,28.41031456,36799237,39.95,12.5,7258,122,90,4,7,0.04,0.08,178.71,3,-36,demand + conversion issue
Noida,Sector 107,5a4dd4bd47e70548d927,346901,CBPL Homes,77.37678528,28.54475212,11456250,42.14,13.5,10036,477,109,6,10,0.06,0.09,283.91,3,-36,demand + conversion issue
Gurgaon,Sector 62,18bbd052e821296e7928,305124,Emaar Urban Oasis,77.08859253,28.41416931,77944847,58.59,14,46734,858,301,20,28,0.07,0.09,148.32,3.5,-39,conversion issue
Gurgaon,Sector 63,3f92611a90726707361f,295441,Adani Samsara Avasa,77.08670044,28.39710045,63719818,44.56,13,111104,528,214,6,19,0.03,0.09,152.55,4,-39,conversion issue
Gurgaon,Sector 81,a8888c394dbcc6108569,328297,DLF The Ultima,76.94846344,28.38668823,42041000,48.25,14,4486,206,179,8,12,0.04,0.06,303.07,3.5,-40,demand + conversion issue
Gurgaon,Sector 66,2587487ac5a5c7aaddcc,310536,Smartworld The Edition,77.05765533,28.40061569,65801058,53.56,14,9160,149,249,14,17,0.06,0.07,198.95,3.5,-40,conversion issue
Gurgaon,Sector 2,c9e24c527de7460dcaa9,348808,Trehan Luxury Floors Sector 2 Sohna,77.06310272,28.26740074,20625930,43.1,12.5,11520,162,132,3,10,0.02,0.08,203.25,3,-40,demand + conversion issue
Gurgaon,Sector 80,496dee59973e0548ac9f,320331,Sobha Aranya Phase 1,76.95864105,28.36299133,89000164,48.77,14,8366,98,257,9,19,0.04,0.07,321.82,3.5,-40,demand + conversion issue
Gurgaon,Sector 79,05f80b391e199362a031,296234,M3M Golf Hills,76.98619843,28.36889076,33748100,103.02,12.5,16894,254,834,62,60,0.07,0.07,262.07,3,-41,demand gap
Noida,Sector 107,5a4dd4bd47e70548d927,345413,Investwell SR Tower,77.37532043,28.54229736,10000000,64.53,12.5,2555,150,154,24,13,0.16,0.09,283.91,3.5,-41,demand gap
Gurgaon,Sector 67,b367b4f7048c1e1e1a64,1653,Ireo Victory Valley,77.06458282,28.39138412,77232201,56.34,13.5,12918,278,247,15,19,0.06,0.08,141.84,3,-41,conversion issue
Noida,Sector 107,5a4dd4bd47e70548d927,326159,Arenaa Heights,77.37569427,28.54400635,13072500,116.13,13,61123,1380,554,73,48,0.13,0.09,283.91,3,-43,demand gap
Gurgaon,Sector 106,d02acb3cc829f2db86a6,289078,Elan The Presidential,77.0007019,28.50049973,152371125,71.66,11,26328,742,265,28,22,0.11,0.08,183.71,3.5,-44,demand gap
Gurgaon,Sector 92,e0930a6b895918ca0874,3620,Sare Altura,76.91551971,28.40890503,21825436,54.75,13.5,60382,751,257,10,19,0.04,0.07,185.68,3.5,-45,conversion issue
Gurgaon,Sector 113,52523f2e41980d15b990,290051,Smartworld One DXP,77.01909637,28.53420067,77119481,82.61,12,17299,333,458,38,36,0.08,0.08,257.66,3,-45,demand gap
Gurgaon,Sector 77,2f3e266bc6a6937a2e01,354267,DLF Privana North,76.98872375,28.38294411,143214750,45.8,14.5,8066,129,115,0,8,0.00,0.07,194.71,4,-46,demand + conversion issue
Gurgaon,Sector 93,c5b52306d6de50f89eda,282746,Ashiana Amarah,76.93278503,28.41629028,24270539,67.46,13,49904,809,203,21,18,0.10,0.09,256.91,3.5,-46,demand gap
Gurgaon,Sector 65,ad46b362716dededbce0,10291,M3M Golfestate,77.06308746,28.40143394,166953750,72.72,13.5,6786,299,275,26,21,0.09,0.07,166.2,3,-47,demand gap
Noida,Sector 107,5a4dd4bd47e70548d927,328915,Sunwest Homes 107 ,77.37693024,28.54816055,11649670,61.48,14,13002,421,131,11,11,0.08,0.09,283.91,3,-50,demand + conversion issue
Gurgaon,Sector 71,2c74967db31462703673,312313,Trehan Luxury Floors 71,77.02809906,28.41040039,26179750,97.21,11.5,27480,573,399,46,32,0.12,0.08,202.96,3,-51,demand gap
Noida,Sector 104,fc04fbb8ad3339541859,339340,Arenaa Heights The Ultima 107,77.38052368,28.54414177,10041625,96.04,13,637754,8723,868,45,80,0.05,0.09,295.28,3,-51,conversion issue
Gurgaon,Sector 63,3f92611a90726707361f,292692,DLF The Arbour,77.08670044,28.39710045,88850126,63.9,13.5,1412,86,225,10,20,0.04,0.09,152.55,4,-54,conversion issue
Gurgaon,Sector 71,2c74967db31462703673,321322,Signature Global Titanium SPR,77.02327728,28.41156769,56947860,61.25,13.5,1308,54,201,6,16,0.03,0.08,178.71,3.5,-55,conversion issue
Noida,Sector 107,5a4dd4bd47e70548d927,339973,Icon Suman Enclave,77.37752533,28.54790688,9105000,90.95,12.5,245410,5088,497,36,43,0.07,0.09,283.91,3,-55,conversion issue
Gurgaon,Manesar,2a52e859cd4a6bbe9188,355943,M3M Forestia West I,76.9427948,28.35094261,23843750,102.13,9.5,19292,218,531,46,45,0.09,0.08,355.96,3,-56,demand gap
Gurgaon,Sector 65,ad46b362716dededbce0,49642,M3M Heights,77.06541443,28.40414619,28588800,92.42,14.5,14963,368,286,34,22,0.12,0.08,190.44,2.5,-58,demand gap
Gurgaon,Sector 80,496dee59973e0548ac9f,353775,Ashiana Aaroham Phase 1,76.95566559,28.36586571,35450180,87.08,13,23819,319,450,29,34,0.06,0.07,321.82,3.5,-58,conversion issue
Gurgaon,Kadarpur,400c9944d6064b7a28c9,304642,Laburnum Victory Floors,77.08670044,28.39710045,26200000,65.95,13,19422,436,266,6,14,0.02,0.05,242.31,3.5,-60,conversion issue
Gurgaon,Sector 104,0fb158487e3209be89b3,342872,Hero The Palatial,76.9957962,28.47921753,87877002,78.09,12.5,50118,224,226,18,22,0.08,0.10,282.29,3.5,-60,demand + conversion issue
Gurgaon,Sector 77,2f3e266bc6a6937a2e01,35502,DLF Privana,76.98164368,28.383255,72584750,78.93,12.5,9138,218,344,18,25,0.05,0.07,194.71,3.5,-61,conversion issue
Gurgaon,Sector 103,b1f494f6d3b3fd26a1cc,354215,Riviera At AIPL Lakecity,76.98449707,28.49489975,42112000,100.59,13.5,40925,547,636,40,55,0.06,0.09,244.07,3,-61,conversion issue
Gurgaon,Sector 86,fe5388b6cc76451a5b11,352760,Emaar Serenity Hills Phase 1,76.9383316,28.39932823,34676970,90.43,12.5,36312,393,241,26,20,0.11,0.08,166.66,3.5,-64,demand gap
Gurgaon,Kadarpur,05bede030512a4541424,329486,TARC Ishva,77.0869751,28.39180374,90900000,67.78,14.5,1696,205,118,3,6,0.03,0.05,150.41,3.5,-65,demand + conversion issue
Gurgaon,Sector 80,496dee59973e0548ac9f,343019,Conscient Elaira Residences Phase 1,76.95560455,28.36586571,37562513,134.91,12,1498618,2342,1180,66,88,0.06,0.07,321.82,3,-69,conversion issue
Noida,Sector 107,5a4dd4bd47e70548d927,347641,Vihaan 107,77.37724304,28.54600525,7154000,116.15,14.5,93582,4304,734,46,64,0.06,0.09,283.91,2.5,-70,conversion issue
Gurgaon,Sector 67,b367b4f7048c1e1e1a64,25436,Ireo The Corridors,77.0607605,28.38612366,29535000,115.05,12,160623,1168,527,32,41,0.06,0.08,166.08,3,-83,conversion issue
Gurgaon,Sector 89,2475ee745ec374a2d50e,260850,Smartworld Gems,76.95301056,28.4146862,12974297,139.05,12.5,170062,1829,751,52,60,0.07,0.08,479.93,2.5,-87,conversion issue
Gurgaon,Sector 2,c9e24c527de7460dcaa9,351990,Ashiana Mulberry Moments,77.06622314,28.27171516,24674684,102.65,12.5,42233,427,150,16,12,0.11,0.08,203.25,3,-87,demand gap
Noida,Sector 107,5a4dd4bd47e70548d927,339574,Gold The Royal 107,77.37853241,28.54661751,10999488,118.23,12.5,123501,2723,326,27,28,0.08,0.09,283.91,3.5,-91,conversion issue
Noida,Sector 107,5a4dd4bd47e70548d927,347842,Vihaan Valencia,77.37569427,28.54400635,6599888,220.08,13,412795,7363,1318,99,115,0.08,0.09,283.91,2.5,-121,conversion issue
Noida,Sector 97,f9ad567eb83a92345b32,351259,M3M Jacob And Co,77.34976196,28.53941536,135451714,235.84,14.5,228284,2553,451,25,26,0.06,0.06,249.64,3.5,-211,conversion issue
Gurgaon,Sector 5,056750286012632e2a97,353008,Meffier Garden Residency,77.08789825,28.25628471,18000188,397.71,15,17134198,4866,2477,70,149,0.03,0.06,484.19,3,-328,conversion issue
Noida,Sector 107,5a4dd4bd47e70548d927,345803,CDIPL Sukhbiri Villas Homes,77.37693787,28.54814339,12170250,null,0,null,null,null,null,null,null,0.09,283.91,3,null,data not present
Gurgaon,Sector 63,3f92611a90726707361f,327545,Trehan Luxury Floors,77.08670044,28.39710045,26250000,null,0,104,8,4,0,0,0.00,0.09,176.79,3.5,null,demand + conversion issue
Gurgaon,Sector 110A,9fbaa4bf7e2687628c8c,470,Puri Diplomatic Greens,77.02729797,28.51923752,63940000,null,0,81,2,10,0,0,0.00,0.04,90.07,3.5,null,demand + conversion issue
Gurgaon,Sector 82,687fcb5c47fc02d36f16,226431,Vatika India Next,76.96629333,28.39134026,16797176,null,0,20031,81,44,3,4,0.07,0.09,262.01,3,null,demand + conversion issue
Gurgaon,Sector 4,c79e7bc2d4f7da1fa252,32939,GLS Arawali Homes,77.08110809,28.26113319,3769803,null,0,157,8,6,1,1,0.17,0.10,398.97,2.5,null,demand gap
Noida,Sector 107,5a4dd4bd47e70548d927,3895,3C Lotus 300,77.37448883,28.54454803,81422625,null,0,112,20,18,1,1,0.06,0.07,229.14,3.5,null,demand + conversion issue
Gurgaon,Sector 99,505aca1f9f7b35ee4c0f,1719,Lotus Elise,76.96263885,28.46405792,28461730,null,0,140,3,6,0,1,0.00,0.08,193.53,3,null,demand + conversion issue
